Geom;Label;geo_point_2d
"{""coordinates"": [[-123.06252127490093, 49.24278136959466], [-123.06234549027886, 49.242937190134064], [-123.0622988323575, 49.24283835765021], [-123.06229687281795, 49.24283512035063], [-123.06229472294991, 49.24283200619405], [-123.06229239046849, 49.2428290263561], [-123.06228988374416, 49.242826191530376], [-123.06228721177266, 49.24282351189007], [-123.06228438414279, 49.242820997051496], [-123.06228141100189, 49.24281865603952], [-123.06227830301957, 49.24281649725521], [-123.06227507134928, 49.242814528445706], [-123.06227172758834, 49.242812756676365], [-123.06226828373636, 49.24281118830545], [-123.0622647521521, 49.24280982896131], [-123.06226114550921, 49.24280868352215], [-123.06225747675067, 49.24280775609854], [-123.06225375904236, 49.2428070500187], [-123.06225000572586, 49.24280656781649], [-123.06222779877037, 49.242802603885366], [-123.06222102398104, 49.242801317614294], [-123.0622143390979, 49.24279962510102], [-123.06220776845754, 49.24279753250721], [-123.06220133598062, 49.24279504745103], [-123.0621950650848, 49.24279217897942], [-123.06218897859954, 49.24278893753517], [-123.06218309868292, 49.242785334918864], [-123.062177446741, 49.24278138424598], [-123.0621611913441, 49.242768565785454], [-123.06215650713047, 49.242765466968244], [-123.06215159363764, 49.242762746285656], [-123.06214648132595, 49.24276042060408], [-123.06214120188831, 49.242758504341175], [-123.06213578805361, 49.24275700937647], [-123.06213027338401, 49.24275594497774], [-123.06212469206672, 49.24275531774353], [-123.06211907870212, 49.24275513156228], [-123.06211145933489, 49.242755210590694], [-123.06210385799781, 49.24275574038077], [-123.06209630133458, 49.24275671907553], [-123.06208881583224, 49.24275814324453], [-123.06207069940933, 49.24276220983146], [-123.06206705319234, 49.24276282360388], [-123.06206336834363, 49.242763129389616], [-123.0620596708315, 49.242763125033704], [-123.06205598671349, 49.24276281056683], [-123.06205234195275, 49.24276218820515], [-123.06204876223507, 49.24276126233464], [-123.06204527278784, 49.2427600394802], [-123.06204189820231, 49.242758528259685], [-123.0620325494929, 49.242753495947056], [-123.06207344497795, 49.24271661149923], [-123.0620842363727, 49.24272173298566], [-123.062192156251, 49.242624409439195], [-123.06252127490093, 49.24278136959466]], ""type"": ""LineString""}";;49.242767070614505, -123.06228069538794
"{""coordinates"": [[-123.11709068868886, 49.28120517124579], [-123.11715028782463, 49.281243691159794], [-123.11698199584566, 49.28135506005773], [-123.1173395241814, 49.28158630540773], [-123.11716948796976, 49.28169881873073], [-123.1170593771289, 49.28162757158169], [-123.1170621867745, 49.28163143477428], [-123.11706536260989, 49.28163500302805], [-123.11706887386485, 49.28163824177071], [-123.11707268651935, 49.28164111962253], [-123.11707676363312, 49.28164360870042], [-123.11708106570359, 49.281645684888076], [-123.11708555104859, 49.281647328069596], [-123.1170901762103, 49.28164852232444], [-123.11709489637616, 49.281649256081636], [-123.11709966581319, 49.28164952223192], [-123.11710443831096, 49.28164931819661], [-123.11710916762944, 49.28164864595256], [-123.11711380794695, 49.28164751201305], [-123.11711831430412, 49.281645927364664], [-123.1171226430395, 49.281643907360824], [-123.11712675221257, 49.28164147157307], [-123.11713060201018, 49.28163864360138], [-123.11713415513216, 49.281635450845585], [-123.11713737715284, 49.281631924239825], [-123.11714023685451, 49.28162809795289], [-123.11714270652995, 49.28162400905711], [-123.11714476225082, 49.281619697169226], [-123.11714638409953, 49.28161520406649], [-123.11714755636221, 49.28161057328194], [-123.117148267681, 49.28160584968257], [-123.11714851116403, 49.281601079034665], [-123.11714828445221, 49.28159630756034], [-123.11714758974215, 49.28159158148974], [-123.11714643376474, 49.28158694661308], [-123.11714482772014, 49.28158244783701], [-123.11714278716906, 49.28157812874952], [-123.1171403318821, 49.28157403119765], [-123.11706295733195, 49.28153686957144], [-123.11699230004204, 49.28158418380801], [-123.11675245656932, 49.281428989708814], [-123.11683955271613, 49.28132109445854], [-123.11691685547547, 49.28126994164317], [-123.11695526166324, 49.281294783441425], [-123.11709068868886, 49.28120517124579]], ""type"": ""LineString""}";R.O.W.;49.28146266858286, -123.11705328810994
"{""coordinates"": [[-123.11088093171222, 49.26923488765369], [-123.11089310770869, 49.26924576015729], [-123.11055948296611, 49.26940972949373], [-123.110547361927, 49.26939882991713], [-123.11088093171222, 49.26923488765369]], ""type"": ""LineString""}";;49.26932229982012, -123.11072022647186
"{""coordinates"": [[-123.13000562820417, 49.21018631354862], [-123.13002078273563, 49.20973484082415], [-123.13003863204982, 49.209735117575356], [-123.13002347768081, 49.21018659030201], [-123.13000562820417, 49.21018631354862]], ""type"": ""LineString""}";;49.20996071560159, -123.13002213016628
"{""coordinates"": [[-123.14312781234531, 49.22044980825528], [-123.14312543293842, 49.22046123006647], [-123.14312255713577, 49.22047253710441], [-123.14311919042157, 49.22048370780643], [-123.14311533921621, 49.220494720869816], [-123.14311101086398, 49.220505555292505], [-123.1431062136191, 49.22051619041308], [-123.14310095663002, 49.220526605950205], [-123.14309524992187, 49.22053678204131], [-123.14308910437744, 49.22054669928042], [-123.14308253171637, 49.22055633875522], [-123.14307554447284, 49.22056568208309], [-123.14306815597159, 49.22057471144616], [-123.14306038030264, 49.2205834096253], [-123.1430522322943, 49.220591760032946], [-123.14304372748492, 49.22059974674476], [-123.14303488209332, 49.220607354529946], [-123.1430257129878, 49.22061456888036], [-123.14301623765397, 49.22062137603811], [-123.14300647416142, 49.22062776302186], [-123.1429964411293, 49.22063371765153], [-123.14298615769076, 49.22063922857155], [-123.14297564345644, 49.22064428527251], [-123.14296491847715, 49.22064887811123], [-123.1429540032056, 49.220652998329065], [-123.14294291845738, 49.22065663806871], [-123.14293168537125, 49.220659790389135], [-123.14292032536889, 49.220662449278805], [-123.14290886011399, 49.22066460966719], [-123.14289731147095, 49.22066626743439], [-123.14288570146323, 49.220667419419016], [-123.14287405223126, 49.22066806342422], [-123.14286238599033, 49.22066819822188], [-123.14285072498812, 49.220667823554926], [-123.14283909146233, 49.22066694013785], [-123.14282750759828, 49.22066554965535], [-123.14281599548656, 49.2206636547591], [-123.14280457708095, 49.22066125906269], [-123.14279327415652, 49.22065836713474], [-123.14278210826811, 49.22065498449022], [-123.14277110070924, 49.22065111757986], [-123.14276027247149, 49.220646773777936], [-123.14274964420446, 49.22064196136814], [-123.14273923617644, 49.2206366895278], [-123.14272906823567, 49.2206309683104], [-123.14271915977258, 49.22062480862639], [-123.14270952968275, 49.22061822222238], [-123.1427001963309, 49.22061122165873], [-123.1426911775159, 49.220603820285625], [-123.14268249043673, 49.22059603221761], [-123.14267415165979, 49.22058787230662], [-123.14266617708728, 49.22057935611375], [-123.14265858192678, 49.2205704998795], [-123.14265138066241, 49.220561320492834], [-123.14264458702709, 49.22055183545899], [-123.14263821397637, 49.220542062866066], [-123.14263227366376, 49.220532021350536], [-123.14262677741752, 49.22052173006173], [-123.14262173571908, 49.2205112086253], [-123.14261715818303, 49.22050047710575], [-123.1426130535388, 49.22048955596828], [-123.142609429614, 49.220478466039644], [-123.14260629331953, 49.220467228468515], [-123.14260365063633, 49.2204558646851], [-123.14260150660405, 49.22044439636031], [-123.14275060641263, 49.22044593029876], [-123.14275979336259, 49.220445897482016], [-123.14276894326765, 49.220445072640516], [-123.14277798797329, 49.22044346191822], [-123.14278686010852, 49.22044107731286], [-123.14279549358781, 49.22043793658656], [-123.14280382410327, 49.220434063133524], [-123.14281178960371, 49.22042948580581], [-123.1428193307568, 49.22042423869837], [-123.14282602271854, 49.220419586243615], [-123.14283309048255, 49.22041552737689], [-123.14284048153361, 49.22041209225657], [-123.14284814095436, 49.22040930640645], [-123.14285601183344, 49.220407190526075], [-123.14286403568828, 49.220405760336966], [-123.14287215289964, 49.22040502646578], [-123.14288030315466, 49.22040499436535], [-123.14293504307823, 49.22040555631339], [-123.14297537961096, 49.220411623181896], [-123.14298140010814, 49.22041258471476], [-123.14298733659736, 49.220413973609155], [-123.14299315878279, 49.2204157827771], [-123.14299883695195, 49.22041800298584], [-123.14300434212731, 49.22042062290493], [-123.1430096462142, 49.22042362916408], [-123.14301472214416, 49.22042700642139], [-123.14301954401307, 49.22043073744162], [-123.14302545355612, 49.22043507968948], [-123.14303171946949, 49.22043888969541], [-123.14303829394935, 49.220442138392116], [-123.14304512683769, 49.22044480099469], [-123.1430521660051, 49.22044685718961], [-123.14305935774846, 49.22044829128978], [-123.14306664720051, 49.22044909235416], [-123.14307397874867, 49.22044925427129], [-123.14312781234531, 49.22044980825528]], ""type"": ""LineString""}";R.O.W.;49.22052270860162, -123.1428645734594
"{""coordinates"": [[-123.12956475794837, 49.27472924033395], [-123.12955122613523, 49.27473818772988], [-123.12954230249491, 49.27473241382771], [-123.12950906311349, 49.27475440834613], [-123.12946229665684, 49.27472414696468], [-123.12951277331548, 49.27469075422526], [-123.12955953977136, 49.274721015586444], [-123.12955583430809, 49.274723466432796], [-123.12956475794837, 49.27472924033395]], ""type"": ""LineString""}";;49.27472364095597, -123.12951505884973
"{""coordinates"": [[-123.1298412168319, 49.27493583735666], [-123.12986794462893, 49.274952358467914], [-123.12987193799331, 49.27494960145162], [-123.12992101869239, 49.27498144321744], [-123.12986934780102, 49.275015539100536], [-123.12982153406551, 49.2749845234469], [-123.12985991675005, 49.274957908527085], [-123.12983299617754, 49.274941270693134], [-123.1298412168319, 49.27493583735666]], ""type"": ""LineString""}";;49.274974664634755, -123.12986598225905
"{""coordinates"": [[-123.1232861879627, 49.287419465912436], [-123.12326976856701, 49.28743033160357], [-123.12258122598664, 49.286984957609086], [-123.12259765913716, 49.286974092000364], [-123.1232861879627, 49.287419465912436]], ""type"": ""LineString""}";;49.28720221030375, -123.12293370801436
"{""coordinates"": [[-123.11420910368652, 49.28930657096657], [-123.1142075022935, 49.289303891989775], [-123.11417117397703, 49.28928769161334], [-123.11403974231888, 49.28941621839472], [-123.1142629438893, 49.289456215294535], [-123.11427284616204, 49.28943283606164], [-123.11427142320183, 49.28943001298668], [-123.11427934010364, 49.28942822411471], [-123.11421674584788, 49.28930491729787], [-123.11420910368652, 49.28930657096657]], ""type"": ""LineString""}";;49.289385926889175, -123.11416934772124
"{""coordinates"": [[-123.10872226156707, 49.2125675375415], [-123.10872192434184, 49.21257655113543], [-123.108288007518, 49.21254840770231], [-123.10823018972641, 49.212550144077724], [-123.1081723626767, 49.212551538475516], [-123.10817268629086, 49.21254253389122], [-123.1082305269409, 49.21254113048803], [-123.10828835855236, 49.21253939409667], [-123.10872226156707, 49.2125675375415]], ""type"": ""LineString""}";;49.21255542977558, -123.10844738909152
"{""coordinates"": [[-123.1026591777438, 49.26692480012823], [-123.1026449983257, 49.26725899341494], [-123.10262440658005, 49.2672586159174], [-123.10263858613712, 49.2669244226331], [-123.1026591777438, 49.26692480012823]], ""type"": ""LineString""}";;49.267091708056114, -123.10264179219521
"{""coordinates"": [[-123.11375096140186, 49.265834826591046], [-123.11375056972344, 49.265843822179484], [-123.11293791660849, 49.265828787817384], [-123.11293830843454, 49.265819792231575], [-123.11375096140186, 49.265834826591046]], ""type"": ""LineString""}";;49.26583180720527, -123.11334443904114
"{""coordinates"": [[-123.10201534363884, 49.26742829202201], [-123.10201509452598, 49.267434139121846], [-123.10161505274549, 49.2674268996848], [-123.10161530190555, 49.26742105258581], [-123.10201534363884, 49.26742829202201]], ""type"": ""LineString""}";;49.267427595853775, -123.10181519820368
"{""coordinates"": [[-123.09375371237186, 49.27614315925083], [-123.09544085303862, 49.27608658356093], [-123.09544170801131, 49.27606655057544], [-123.09540702322208, 49.27606026459888], [-123.09374054550979, 49.27611615739019], [-123.09374232567689, 49.276119673063675], [-123.09374660411683, 49.27612839492289], [-123.09375088272877, 49.276137206733665], [-123.09375371237186, 49.27614315925083]], ""type"": ""LineString""}";;49.27610133036673, -123.09459186472108
"{""coordinates"": [[-123.11263703716658, 49.26562516926807], [-123.11263667073004, 49.26563326530808], [-123.11203123879076, 49.26562210619509], [-123.1120316053263, 49.2656140101569], [-123.11263703716658, 49.26562516926807]], ""type"": ""LineString""}";;49.26562363773235, -123.11233413800275
"{""coordinates"": [[-123.13044072116564, 49.208624123407695], [-123.13043347511817, 49.20883927201272], [-123.13040329660762, 49.20883881134602], [-123.13040986718003, 49.20864345315044], [-123.13044072116564, 49.208624123407695]], ""type"": ""LineString""}";;49.20873488049907, -123.13042251805771
"{""coordinates"": [[-123.12832667513642, 49.27717034176565], [-123.12838337242951, 49.277207006128315], [-123.12835492085892, 49.27722583767475], [-123.12829822356527, 49.27718917329824], [-123.12832667513642, 49.27717034176565]], ""type"": ""LineString""}";VOL. EASE.;49.27719808971775, -123.12834079799796
"{""coordinates"": [[-123.12844098734604, 49.27738523567374], [-123.1284806495266, 49.27741089082451], [-123.12842487256381, 49.27741109675314], [-123.12841326312346, 49.27740358968061], [-123.12844098734604, 49.27738523567374]], ""type"": ""LineString""}";VOL. EASE.;49.27740291473728, -123.1284465141786
"{""coordinates"": [[-123.12859327700843, 49.27738449060093], [-123.12865227461494, 49.27742264547118], [-123.12861864873067, 49.27744489201806], [-123.1286055794641, 49.27743644209536], [-123.12857810232485, 49.27745463395328], [-123.12853218773229, 49.277424928962596], [-123.12859327700843, 49.27738449060093]], ""type"": ""LineString""}";EASE.;49.27742183047675, -123.12859221884725
"{""coordinates"": [[-123.12845920180695, 49.27708262637336], [-123.12850818705792, 49.2771143069206], [-123.12845567604583, 49.27714906873606], [-123.12840667704562, 49.27711738818203], [-123.12845920180695, 49.27708262637336]], ""type"": ""LineString""}";;49.27711584763208, -123.12845743308215
"{""coordinates"": [[-123.07809797718882, 49.24839487290877], [-123.07809741661548, 49.24841406011059], [-123.07795926810935, 49.24841247130644], [-123.07795982873621, 49.24839328410527], [-123.07809797718882, 49.24839487290877]], ""type"": ""LineString""}";;49.248403672109404, -123.07802862266223
"{""coordinates"": [[-123.07809797718882, 49.24839487290877], [-123.07809789863406, 49.24839733765455]], ""type"": ""LineString""}";;49.24839610528166, -123.07809793791142
"{""coordinates"": [[-123.11985925360267, 49.21787362941732], [-123.12002760930764, 49.21816373222278], [-123.11985190349938, 49.21816180976752], [-123.11985925360267, 49.21787362941732]], ""type"": ""LineString""}";;49.21805000647348, -123.11991094296059
